Restaurant_ID,Restaurant_Name,City,ZipCode,Cuisine_Type,Rating,Description,PHONE_NUMBER,DISCOUNT
1263,Royal Tandoor,Indore,406430,Punjabi,3.3,Authentic cuisine,1263-1263-1263,15
1264,Kashmiri Kitchen,Indore,940836,Punjabi,3.8,Authentic cuisine,1264-1264-1264,17
1265,Namaste Kitchen,Namakkal,260760,Punjabi,3.9,Authentic cuisine,1265-1265-1265,14
1266,Bengali Bites,Namakkal,707048,North Indian,3.1,Cozy atmosphere,1266-1266-1266,11
1267,Royal Tandoor,Namakkal,755563,Punjabi,4.8,Authentic cuisine,1267-1267-1267,16
1268,Biryani Bliss,Namakkal,476962,Punjabi,4.5,Authentic cuisine,1268-1268-1268,11
1269,Paneer Paradise,Mehsana,338216,Kashmiri,4.0,Family-friendly,1269-1269-1269,14
1270,Chaat Corner,Mehsana,658248,Kashmiri,3.8,Family-friendly,1270-1270-1270,16
1271,Bengali Bites,Mehsana,783278,Punjabi,3.9,Authentic cuisine,1271-1271-1271,10
1272,Namaste Kitchen,Mehsana,583552,North Indian,4.1,Cozy atmosphere,1272-1272-1272,10
1273,Dosa Delights,Burdwan,399932,South Indian,3.9,Great views,1273-1273-1273,13
1274,Dosa Delights,Burdwan,137613,North Indian,3.9,Cozy atmosphere,1274-1274-1274,11
1275,Spice Palace,Burdwan,908498,Punjabi,3.6,Authentic cuisine,1275-1275-1275,10
1276,Tandoori Treats,Burdwan,878277,Kashmiri,4.4,Family-friendly,1276-1276-1276,18
1277,Namaste Kitchen,Moradabad,392672,North Indian,4.8,Cozy atmosphere,1277-1277-1277,20
1278,Kashmiri Kitchen,Moradabad,910749,South Indian,3.3,Great views,1278-1278-1278,18
1279,Royal Tandoor,Moradabad,648792,Punjabi,4.3,Authentic cuisine,1279-1279-1279,18
1280,Namaste Kitchen,Moradabad,155715,Punjabi,3.9,Authentic cuisine,1280-1280-1280,15
1281,Andhra Aromas,Kozhikode,832189,Punjabi,4.9,Authentic cuisine,1281-1281-1281,16
1282,Kashmiri Kitchen,Kozhikode,509865,South Indian,4.1,Great views,1282-1282-1282,19
1283,Bengali Bites,Kozhikode,609128,North Indian,4.8,Cozy atmosphere,1283-1283-1283,19
1284,Dosa Delights,Kozhikode,646722,Kashmiri,3.6,Family-friendly,1284-1284-1284,10
1285,Uttar Pradesh Delights,Wokha,427926,Kashmiri,3.2,Family-friendly,1285-1285-1285,15
1286,Bengali Bites,Wokha,947207,Punjabi,3.1,Authentic cuisine,1286-1286-1286,18
1287,Namaste Kitchen,Wokha,609699,Punjabi,3.2,Authentic cuisine,1287-1287-1287,11
1288,Royal Tandoor,Wokha,163693,Punjabi,3.5,Authentic cuisine,1288-1288-1288,17
1289,Curry House,Mumbai,230881,North Indian,4.5,Cozy atmosphere,1289-1289-1289,10
1290,Curry House,Mumbai,830900,Kashmiri,3.8,Family-friendly,1290-1290-1290,11
1291,Namaste Kitchen,Mumbai,345718,Punjabi,4.6,Authentic cuisine,1291-1291-1291,11
1292,Flavors of India,Mumbai,309667,Punjabi,4.6,Authentic cuisine,1292-1292-1292,17
1293,Curry House,Chengannur,140004,North Indian,4.9,Cozy atmosphere,1293-1293-1293,11
1294,Curry House,Chengannur,142623,South Indian,3.4,Great views,1294-1294-1294,13
1295,Flavors of India,Chengannur,682111,North Indian,3.3,Cozy atmosphere,1295-1295-1295,10
1296,Chaat Corner,Chengannur,585937,South Indian,4.8,Great views,1296-1296-1296,16
1297,Bengali Bites,Cochin,263894,North Indian,4.7,Cozy atmosphere,1297-1297-1297,15
1298,Namaste Kitchen,Cochin,989244,Kashmiri,4.7,Family-friendly,1298-1298-1298,19
1299,Bengali Bites,Cochin,726827,North Indian,3.6,Cozy atmosphere,1299-1299-1299,12
1300,Paneer Paradise,Cochin,555752,North Indian,3.3,Cozy atmosphere,1300-1300-1300,18
1301,Chaat Corner,Buldhana,357966,South Indian,4.2,Great views,1301-1301-1301,15
1302,Chaat Corner,Buldhana,894474,Punjabi,3.2,Authentic cuisine,1302-1302-1302,17
1303,Spice Palace,Buldhana,302422,North Indian,4.2,Cozy atmosphere,1303-1303-1303,13
1304,Gujarati Grace,Buldhana,765534,North Indian,3.4,Cozy atmosphere,1304-1304-1304,10
1305,Rajasthani Ruchira,Yercaud,908794,Punjabi,3.5,Authentic cuisine,1305-1305-1305,15
1306,Spice Palace,Yercaud,887467,South Indian,3.6,Great views,1306-1306-1306,12
1307,Punjab Spice,Yercaud,605349,Punjabi,3.7,Authentic cuisine,1307-1307-1307,16
1308,Namaste Kitchen,Yercaud,958587,Kashmiri,3.8,Family-friendly,1308-1308-1308,18
1309,Namaste Kitchen,Varanasi,117906,Kashmiri,3.2,Family-friendly,1309-1309-1309,13
1310,Andhra Aromas,Varanasi,730468,North Indian,4.8,Cozy atmosphere,1310-1310-1310,18
1311,Gujarati Grace,Varanasi,316731,North Indian,4.0,Cozy atmosphere,1311-1311-1311,11
1312,Uttar Pradesh Delights,Varanasi,238467,Punjabi,3.4,Authentic cuisine,1312-1312-1312,14
1313,Kashmiri Kitchen,Manwal,262050,South Indian,4.6,Great views,1313-1313-1313,12
1314,Spice Palace,Manwal,627993,Kashmiri,4.9,Family-friendly,1314-1314-1314,14
1315,Punjab Spice,Manwal,102783,Punjabi,4.3,Authentic cuisine,1315-1315-1315,17
1316,Royal Tandoor,Manwal,175857,Punjabi,5.0,Authentic cuisine,1316-1316-1316,15
1317,Uttar Pradesh Delights,Saharanpur,515596,South Indian,3.9,Great views,1317-1317-1317,20
1318,Punjab Spice,Saharanpur,329873,North Indian,4.5,Cozy atmosphere,1318-1318-1318,15
1319,Curry House,Saharanpur,399437,Punjabi,3.2,Authentic cuisine,1319-1319-1319,20
1320,Biryani Bliss,Saharanpur,185111,Kashmiri,4.6,Family-friendly,1320-1320-1320,10
1321,Bengali Bites,Thiruvalla,855727,Punjabi,3.5,Authentic cuisine,1321-1321-1321,12
1322,Uttar Pradesh Delights,Thiruvalla,599730,North Indian,3.9,Cozy atmosphere,1322-1322-1322,14
1323,Paneer Paradise,Thiruvalla,200974,Punjabi,4.9,Authentic cuisine,1323-1323-1323,19
1324,Paneer Paradise,Thiruvalla,479439,North Indian,4.2,Cozy atmosphere,1324-1324-1324,13
1325,Samosa Street,Rewari,699186,Punjabi,3.5,Authentic cuisine,1325-1325-1325,13
1326,Chaat Corner,Rewari,109436,Punjabi,4.9,Authentic cuisine,1326-1326-1326,20
1327,Paneer Paradise,Rewari,934444,North Indian,4.4,Cozy atmosphere,1327-1327-1327,19
1328,Taste of India,Rewari,956046,South Indian,3.9,Great views,1328-1328-1328,13
1329,Biryani Bliss,Balasore,866430,Punjabi,4.4,Authentic cuisine,1329-1329-1329,14
1330,Curry House,Balasore,340503,Punjabi,4.6,Authentic cuisine,1330-1330-1330,14
1331,Dosa Delights,Balasore,404962,South Indian,3.8,Great views,1331-1331-1331,11
1332,Taste of India,Balasore,338612,North Indian,3.9,Cozy atmosphere,1332-1332-1332,16
1333,Punjab Spice,Secunderabad,697895,Punjabi,3.6,Authentic cuisine,1333-1333-1333,13
1334,Kashmiri Kitchen,Secunderabad,199146,Punjabi,3.1,Authentic cuisine,1334-1334-1334,20
1335,Tandoori Treats,Secunderabad,472624,Kashmiri,4.6,Family-friendly,1335-1335-1335,20
1336,Gujarati Grace,Secunderabad,843085,South Indian,4.2,Great views,1336-1336-1336,16
1337,Biryani Bliss,Surat,836037,Punjabi,4.7,Authentic cuisine,1337-1337-1337,17
1338,Punjab Spice,Surat,382712,Kashmiri,4.3,Family-friendly,1338-1338-1338,14
1339,Taste of India,Surat,916226,South Indian,4.7,Great views,1339-1339-1339,19
1340,Gujarati Grace,Surat,588673,Punjabi,3.5,Authentic cuisine,1340-1340-1340,18
1341,Mughalai Magic,Balod,287816,Kashmiri,3.7,Family-friendly,1341-1341-1341,12
1342,Bengali Bites,Balod,968291,North Indian,3.7,Cozy atmosphere,1342-1342-1342,15
1343,Uttar Pradesh Delights,Balod,230143,Kashmiri,4.4,Family-friendly,1343-1343-1343,20
1344,Bengali Bites,Balod,561838,Kashmiri,3.2,Family-friendly,1344-1344-1344,14
1345,Dosa Delights,Dibrugarh,606985,South Indian,4.2,Great views,1345-1345-1345,20
1346,Taste of India,Dibrugarh,947190,South Indian,3.0,Great views,1346-1346-1346,12
1347,Tandoori Treats,Dibrugarh,514495,Kashmiri,4.6,Family-friendly,1347-1347-1347,19
1348,Spice Palace,Dibrugarh,603880,Kashmiri,4.9,Family-friendly,1348-1348-1348,19
1349,Chaat Corner,Purnia,344485,South Indian,4.1,Great views,1349-1349-1349,10
1350,Mughalai Magic,Purnia,305869,Punjabi,3.0,Authentic cuisine,1350-1350-1350,13
1351,Kashmiri Kitchen,Purnia,629614,South Indian,4.0,Great views,1351-1351-1351,20
1352,Kashmiri Kitchen,Purnia,667675,Punjabi,3.7,Authentic cuisine,1352-1352-1352,10
1353,Andhra Aromas,Alipurduar,925728,North Indian,3.7,Cozy atmosphere,1353-1353-1353,12
1354,Spice Palace,Alipurduar,818121,South Indian,4.7,Great views,1354-1354-1354,12
1355,Spice Palace,Alipurduar,374056,Kashmiri,4.3,Family-friendly,1355-1355-1355,19
1356,Taste of India,Alipurduar,977174,South Indian,4.1,Great views,1356-1356-1356,20
1357,Spice Palace,Gwalior,819050,South Indian,3.3,Great views,1357-1357-1357,18
1358,Bengali Bites,Gwalior,856464,North Indian,4.6,Cozy atmosphere,1358-1358-1358,15
1359,Samosa Street,Gwalior,601853,North Indian,3.8,Cozy atmosphere,1359-1359-1359,15
1360,Bengali Bites,Gwalior,791909,Kashmiri,4.1,Family-friendly,1360-1360-1360,16
1361,Samosa Street,Pantnagar,846969,Kashmiri,4.8,Family-friendly,1361-1361-1361,17
1362,Punjab Spice,Pantnagar,170193,Kashmiri,3.3,Family-friendly,1362-1362-1362,12
1363,Curry House,Pantnagar,462798,Kashmiri,5.0,Family-friendly,1363-1363-1363,14
1364,Biryani Bliss,Pantnagar,715753,North Indian,3.7,Cozy atmosphere,1364-1364-1364,11
1365,Taste of India,Bemetara,842255,North Indian,5.0,Cozy atmosphere,1365-1365-1365,13
1366,Chaat Corner,Bemetara,229316,South Indian,4.4,Great views,1366-1366-1366,18
1367,Bengali Bites,Bemetara,778016,Kashmiri,4.7,Family-friendly,1367-1367-1367,16
1368,Mughalai Magic,Bemetara,858862,South Indian,3.8,Great views,1368-1368-1368,18
1369,Mughalai Magic,Narayanpur,573159,South Indian,3.3,Great views,1369-1369-1369,17
1370,Namaste Kitchen,Narayanpur,847480,Kashmiri,4.8,Family-friendly,1370-1370-1370,19
1371,Biryani Bliss,Narayanpur,426591,Kashmiri,4.6,Family-friendly,1371-1371-1371,15
1372,Punjab Spice,Narayanpur,647667,Punjabi,4.5,Authentic cuisine,1372-1372-1372,18
1373,Biryani Bliss,Bhadrachalam,279573,South Indian,4.6,Great views,1373-1373-1373,15
1374,Spice Palace,Bhadrachalam,696524,North Indian,4.7,Cozy atmosphere,1374-1374-1374,11
1375,Samosa Street,Bhadrachalam,571715,North Indian,3.9,Cozy atmosphere,1375-1375-1375,18
1376,Biryani Bliss,Bhadrachalam,119922,South Indian,4.1,Great views,1376-1376-1376,14
1377,Samosa Street,Ahmedabad,122059,South Indian,4.0,Great views,1377-1377-1377,12
1378,Samosa Street,Ahmedabad,188209,Punjabi,4.8,Authentic cuisine,1378-1378-1378,19
1379,Uttar Pradesh Delights,Ahmedabad,362954,Kashmiri,3.4,Family-friendly,1379-1379-1379,15
1380,Paneer Paradise,Ahmedabad,472513,Punjabi,3.7,Authentic cuisine,1380-1380-1380,13
1381,Flavors of India,Uttarkashi,181910,South Indian,3.2,Great views,1381-1381-1381,14
1382,Flavors of India,Uttarkashi,415635,Punjabi,4.1,Authentic cuisine,1382-1382-1382,16
1383,Curry House,Uttarkashi,213001,Kashmiri,4.9,Family-friendly,1383-1383-1383,13
1384,Paneer Paradise,Uttarkashi,795408,Punjabi,3.0,Authentic cuisine,1384-1384-1384,16
1385,Royal Tandoor,Palakkad,300473,North Indian,3.8,Cozy atmosphere,1385-1385-1385,17
1386,Flavors of India,Palakkad,840950,South Indian,3.6,Great views,1386-1386-1386,15
1387,Uttar Pradesh Delights,Palakkad,186367,Kashmiri,4.5,Family-friendly,1387-1387-1387,11
1388,Rajasthani Ruchira,Palakkad,914655,Kashmiri,3.6,Family-friendly,1388-1388-1388,11
1389,Royal Tandoor,Ukhrul,987585,Kashmiri,4.8,Family-friendly,1389-1389-1389,15
1390,Gujarati Grace,Ukhrul,994015,Kashmiri,3.9,Family-friendly,1390-1390-1390,16
1391,Samosa Street,Ukhrul,492920,North Indian,3.2,Cozy atmosphere,1391-1391-1391,14
1392,Tandoori Treats,Ukhrul,596793,Punjabi,3.2,Authentic cuisine,1392-1392-1392,10
1393,Bengali Bites,Kaithlighat,803696,South Indian,4.7,Great views,1393-1393-1393,12
1394,Flavors of India,Kaithlighat,412873,Kashmiri,3.5,Family-friendly,1394-1394-1394,15
1395,Namaste Kitchen,Kaithlighat,888765,South Indian,3.7,Great views,1395-1395-1395,16
1396,Gujarati Grace,Kaithlighat,303510,Kashmiri,4.9,Family-friendly,1396-1396-1396,13
1397,Mughalai Magic,Badarpur,187884,North Indian,3.2,Cozy atmosphere,1397-1397-1397,20
1398,Royal Tandoor,Badarpur,557346,North Indian,4.3,Cozy atmosphere,1398-1398-1398,13
1399,Punjab Spice,Badarpur,626715,Kashmiri,3.7,Family-friendly,1399-1399-1399,13
1400,Samosa Street,Badarpur,390677,Kashmiri,4.3,Family-friendly,1400-1400-1400,15
1401,Namaste Kitchen,Nidadavolu,622567,North Indian,3.3,Cozy atmosphere,1401-1401-1401,14
1402,Mughalai Magic,Nidadavolu,747622,South Indian,4.4,Great views,1402-1402-1402,19
1403,Namaste Kitchen,Nidadavolu,690918,Kashmiri,3.4,Family-friendly,1403-1403-1403,19
1404,Samosa Street,Nidadavolu,927697,North Indian,3.6,Cozy atmosphere,1404-1404-1404,13
1405,Samosa Street,Karaikal,187401,North Indian,4.2,Cozy atmosphere,1405-1405-1405,11
1406,Gujarati Grace,Karaikal,701649,South Indian,3.5,Great views,1406-1406-1406,11
1407,Dosa Delights,Karaikal,149906,Punjabi,3.1,Authentic cuisine,1407-1407-1407,15
1408,Bengali Bites,Karaikal,210103,North Indian,3.9,Cozy atmosphere,1408-1408-1408,13
1409,Flavors of India,Amritsar,600308,Kashmiri,3.7,Family-friendly,1409-1409-1409,12
1410,Biryani Bliss,Amritsar,682046,Punjabi,3.8,Authentic cuisine,1410-1410-1410,14
1411,Gujarati Grace,Amritsar,372832,Kashmiri,4.4,Family-friendly,1411-1411-1411,15
1412,Taste of India,Amritsar,911218,Punjabi,3.1,Authentic cuisine,1412-1412-1412,16
1413,Punjab Spice,Saraikela-Kharsawan,574787,Kashmiri,4.4,Family-friendly,1413-1413-1413,16
1414,Uttar Pradesh Delights,Saraikela-Kharsawan,761040,South Indian,3.1,Great views,1414-1414-1414,18
1415,Tandoori Treats,Saraikela-Kharsawan,700199,North Indian,4.5,Cozy atmosphere,1415-1415-1415,12
1416,Andhra Aromas,Saraikela-Kharsawan,628337,North Indian,4.1,Cozy atmosphere,1416-1416-1416,20
1417,Kashmiri Kitchen,Kancheepuram,538738,North Indian,3.3,Cozy atmosphere,1417-1417-1417,17
1418,Dosa Delights,Kancheepuram,748434,Kashmiri,4.0,Family-friendly,1418-1418-1418,17
1419,Spice Palace,Kancheepuram,992156,North Indian,3.6,Cozy atmosphere,1419-1419-1419,12
1420,Mughalai Magic,Kancheepuram,436169,Kashmiri,4.4,Family-friendly,1420-1420-1420,15
1421,Spice Palace,Gandhidham,689337,North Indian,3.6,Cozy atmosphere,1421-1421-1421,19
1422,Andhra Aromas,Gandhidham,905982,Kashmiri,3.5,Family-friendly,1422-1422-1422,12
1423,Andhra Aromas,Gandhidham,929816,Kashmiri,3.4,Family-friendly,1423-1423-1423,12
1424,Bengali Bites,Gandhidham,918503,North Indian,4.8,Cozy atmosphere,1424-1424-1424,10
1425,Namaste Kitchen,Berhampore,210011,South Indian,4.9,Great views,1425-1425-1425,14
1426,Flavors of India,Berhampore,403434,South Indian,4.1,Great views,1426-1426-1426,14
1427,Gujarati Grace,Berhampore,239132,North Indian,4.7,Cozy atmosphere,1427-1427-1427,15
1428,Punjab Spice,Berhampore,582609,South Indian,4.0,Great views,1428-1428-1428,12
1429,Andhra Aromas,Jalpaiguri,439211,South Indian,3.3,Great views,1429-1429-1429,11
1430,Punjab Spice,Jalpaiguri,122788,North Indian,4.1,Cozy atmosphere,1430-1430-1430,12
1431,Rajasthani Ruchira,Jalpaiguri,613621,North Indian,3.8,Cozy atmosphere,1431-1431-1431,12
1432,Uttar Pradesh Delights,Jalpaiguri,883370,Kashmiri,3.2,Family-friendly,1432-1432-1432,10
1433,Kashmiri Kitchen,Haldwani,897739,South Indian,4.6,Great views,1433-1433-1433,14
1434,Royal Tandoor,Haldwani,630142,Kashmiri,3.9,Family-friendly,1434-1434-1434,11
1435,Punjab Spice,Haldwani,263718,North Indian,4.4,Cozy atmosphere,1435-1435-1435,10
1436,Curry House,Haldwani,251701,Punjabi,4.5,Authentic cuisine,1436-1436-1436,18
1437,Paneer Paradise,Chamba,913785,Kashmiri,3.8,Family-friendly,1437-1437-1437,16
1438,Taste of India,Chamba,225048,Kashmiri,3.5,Family-friendly,1438-1438-1438,19
1439,Samosa Street,Chamba,377019,Kashmiri,4.8,Family-friendly,1439-1439-1439,19
1440,Mughalai Magic,Chamba,666727,Kashmiri,3.2,Family-friendly,1440-1440-1440,14
1441,Samosa Street,Sonipat,441931,Kashmiri,4.8,Family-friendly,1441-1441-1441,14
1442,Taste of India,Sonipat,647559,North Indian,5.0,Cozy atmosphere,1442-1442-1442,15
1443,Flavors of India,Sonipat,475760,North Indian,3.2,Cozy atmosphere,1443-1443-1443,20
1444,Bengali Bites,Sonipat,796865,Punjabi,3.6,Authentic cuisine,1444-1444-1444,15
1445,Kashmiri Kitchen,Godda,514131,Punjabi,4.0,Authentic cuisine,1445-1445-1445,15
1446,Gujarati Grace,Godda,745074,Punjabi,3.6,Authentic cuisine,1446-1446-1446,19
1447,Uttar Pradesh Delights,Godda,298546,North Indian,5.0,Cozy atmosphere,1447-1447-1447,20
1448,Paneer Paradise,Godda,910590,Punjabi,3.2,Authentic cuisine,1448-1448-1448,12
1449,Tandoori Treats,Sangamner,973496,Punjabi,3.5,Authentic cuisine,1449-1449-1449,16
1450,Curry House,Sangamner,858801,Kashmiri,3.8,Family-friendly,1450-1450-1450,19
1451,Chaat Corner,Sangamner,602349,South Indian,4.9,Great views,1451-1451-1451,11
1452,Kashmiri Kitchen,Sangamner,906150,Kashmiri,3.9,Family-friendly,1452-1452-1452,13
1453,Uttar Pradesh Delights,Erode,105881,Kashmiri,4.6,Family-friendly,1453-1453-1453,10
1454,Chaat Corner,Erode,268230,North Indian,4.7,Cozy atmosphere,1454-1454-1454,13
1455,Royal Tandoor,Erode,593329,South Indian,3.9,Great views,1455-1455-1455,18
1456,Gujarati Grace,Erode,394327,Punjabi,3.9,Authentic cuisine,1456-1456-1456,12
1457,Kashmiri Kitchen,Bhagalpur,584267,North Indian,4.5,Cozy atmosphere,1457-1457-1457,20
1458,Chaat Corner,Bhagalpur,703976,Punjabi,3.0,Authentic cuisine,1458-1458-1458,20
1459,Spice Palace,Bhagalpur,811680,Kashmiri,3.5,Family-friendly,1459-1459-1459,17
1460,Punjab Spice,Bhagalpur,548305,Punjabi,4.4,Authentic cuisine,1460-1460-1460,19
1461,Andhra Aromas,Kanpur,672757,Kashmiri,3.8,Family-friendly,1461-1461-1461,13
1462,Taste of India,Kanpur,477164,North Indian,3.1,Cozy atmosphere,1462-1462-1462,15
1463,Dosa Delights,Kanpur,490987,Punjabi,3.3,Authentic cuisine,1463-1463-1463,11
1464,Rajasthani Ruchira,Kanpur,342157,Punjabi,4.9,Authentic cuisine,1464-1464-1464,16
1465,Namaste Kitchen,Dehradun,581154,South Indian,3.7,Great views,1465-1465-1465,10
1466,Gujarati Grace,Dehradun,253482,Punjabi,4.5,Authentic cuisine,1466-1466-1466,10
1467,Dosa Delights,Dehradun,672417,South Indian,3.2,Great views,1467-1467-1467,18
1468,Samosa Street,Dehradun,155580,South Indian,4.7,Great views,1468-1468-1468,13
1469,Royal Tandoor,Ranchi,386538,Punjabi,3.2,Authentic cuisine,1469-1469-1469,16
1470,Spice Palace,Ranchi,480391,South Indian,4.3,Great views,1470-1470-1470,19
1471,Mughalai Magic,Ranchi,909872,South Indian,4.6,Great views,1471-1471-1471,14
1472,Royal Tandoor,Ranchi,994992,Kashmiri,4.8,Family-friendly,1472-1472-1472,19
1473,Tandoori Treats,Bambolim,548264,Punjabi,3.9,Authentic cuisine,1473-1473-1473,15
1474,Punjab Spice,Bambolim,253579,Kashmiri,4.2,Family-friendly,1474-1474-1474,13
1475,Samosa Street,Bambolim,882713,Kashmiri,4.3,Family-friendly,1475-1475-1475,19
1476,Spice Palace,Bambolim,935655,Kashmiri,4.9,Family-friendly,1476-1476-1476,12
1477,Mughalai Magic,Bijapur,948638,North Indian,4.0,Cozy atmosphere,1477-1477-1477,17
1478,Royal Tandoor,Bijapur,956568,South Indian,4.8,Great views,1478-1478-1478,19
1479,Biryani Bliss,Bijapur,183583,Kashmiri,3.7,Family-friendly,1479-1479-1479,18
1480,Bengali Bites,Bijapur,536196,North Indian,4.0,Cozy atmosphere,1480-1480-1480,18
1481,Paneer Paradise,Nalgonda,120687,Kashmiri,4.6,Family-friendly,1481-1481-1481,15
1482,Royal Tandoor,Nalgonda,160017,Kashmiri,3.1,Family-friendly,1482-1482-1482,20
1483,Bengali Bites,Nalgonda,868070,Kashmiri,3.8,Family-friendly,1483-1483-1483,14
1484,Andhra Aromas,Nalgonda,904399,Punjabi,4.6,Authentic cuisine,1484-1484-1484,19
1485,Taste of India,Vizianagaram,443895,South Indian,3.3,Great views,1485-1485-1485,17
1486,Namaste Kitchen,Vizianagaram,718476,North Indian,4.8,Cozy atmosphere,1486-1486-1486,13
1487,Gujarati Grace,Vizianagaram,264778,North Indian,3.6,Cozy atmosphere,1487-1487-1487,11
1488,Andhra Aromas,Vizianagaram,502557,North Indian,3.8,Cozy atmosphere,1488-1488-1488,15
1489,Royal Tandoor,Gevra Road,621486,Kashmiri,4.7,Family-friendly,1489-1489-1489,15
1490,Biryani Bliss,Gevra Road,267026,South Indian,4.1,Great views,1490-1490-1490,20
1491,Uttar Pradesh Delights,Gevra Road,890520,Punjabi,4.7,Authentic cuisine,1491-1491-1491,17
1492,Biryani Bliss,Gevra Road,824100,Punjabi,4.4,Authentic cuisine,1492-1492-1492,16
1493,Namaste Kitchen,Agartala,115922,South Indian,5.0,Great views,1493-1493-1493,13
1494,Bengali Bites,Agartala,671242,South Indian,4.9,Great views,1494-1494-1494,13
1495,Biryani Bliss,Agartala,594601,North Indian,4.0,Cozy atmosphere,1495-1495-1495,13
1496,Taste of India,Agartala,150513,Kashmiri,4.1,Family-friendly,1496-1496-1496,19
1497,Flavors of India,Nuapada Road,347791,Kashmiri,4.9,Family-friendly,1497-1497-1497,19
1498,Gujarati Grace,Nuapada Road,516632,North Indian,4.3,Cozy atmosphere,1498-1498-1498,13
1499,Samosa Street,Nuapada Road,664599,South Indian,4.0,Great views,1499-1499-1499,18
1500,Kashmiri Kitchen,Nuapada Road,210431,Punjabi,3.8,Authentic cuisine,1500-1500-1500,14
1501,Tandoori Treats,Chennai,108856,South Indian,3.9,Great views,1501-1501-1501,18
1502,Curry House,Chennai,286654,Punjabi,4.0,Authentic cuisine,1502-1502-1502,13
1503,Punjab Spice,Chennai,338637,Punjabi,4.8,Authentic cuisine,1503-1503-1503,14
1504,Bengali Bites,Chennai,406476,North Indian,4.5,Cozy atmosphere,1504-1504-1504,15
1505,Dosa Delights,Latur,555808,South Indian,4.6,Great views,1505-1505-1505,12
1506,Taste of India,Latur,666862,Punjabi,4.4,Authentic cuisine,1506-1506-1506,19
1507,Curry House,Latur,167024,Kashmiri,3.4,Family-friendly,1507-1507-1507,17
1508,Royal Tandoor,Latur,208016,Kashmiri,4.3,Family-friendly,1508-1508-1508,10
1509,Rajasthani Ruchira,Patan,876760,Kashmiri,3.2,Family-friendly,1509-1509-1509,15
1510,Flavors of India,Patan,614487,Punjabi,3.0,Authentic cuisine,1510-1510-1510,16
1511,Curry House,Patan,152229,Punjabi,3.8,Authentic cuisine,1511-1511-1511,15
1512,Dosa Delights,Patan,461071,Kashmiri,3.1,Family-friendly,1512-1512-1512,14
1513,Paneer Paradise,Bicholim,849961,Kashmiri,3.5,Family-friendly,1513-1513-1513,11
1514,Royal Tandoor,Bicholim,967774,North Indian,4.7,Cozy atmosphere,1514-1514-1514,10
1515,Chaat Corner,Bicholim,683638,South Indian,3.6,Great views,1515-1515-1515,10
1516,Rajasthani Ruchira,Bicholim,344249,Punjabi,3.2,Authentic cuisine,1516-1516-1516,15
1517,Flavors of India,Dharwad,510415,Punjabi,5.0,Authentic cuisine,1517-1517-1517,13
1518,Andhra Aromas,Dharwad,644262,Punjabi,4.3,Authentic cuisine,1518-1518-1518,15
1519,Gujarati Grace,Dharwad,549283,North Indian,3.8,Cozy atmosphere,1519-1519-1519,16
1520,Taste of India,Dharwad,732204,North Indian,3.8,Cozy atmosphere,1520-1520-1520,16
1521,Dosa Delights,Wayanad,832365,South Indian,4.4,Great views,1521-1521-1521,13
1522,Flavors of India,Wayanad,738907,Kashmiri,4.6,Family-friendly,1522-1522-1522,18
1523,Chaat Corner,Wayanad,246096,Punjabi,4.0,Authentic cuisine,1523-1523-1523,20
1524,Biryani Bliss,Wayanad,794821,Punjabi,3.1,Authentic cuisine,1524-1524-1524,15
1525,Kashmiri Kitchen,Delhi,600096,Kashmiri,3.5,Family-friendly,1525-1525-1525,11
1526,Punjab Spice,Delhi,573872,Punjabi,3.5,Authentic cuisine,1526-1526-1526,19
1527,Paneer Paradise,Delhi,226998,North Indian,3.6,Cozy atmosphere,1527-1527-1527,13
1528,Samosa Street,Delhi,746001,Punjabi,4.8,Authentic cuisine,1528-1528-1528,14
1529,Kashmiri Kitchen,Ranthambore,808954,Kashmiri,3.7,Family-friendly,1529-1529-1529,11
1530,Mughalai Magic,Ranthambore,534391,North Indian,3.7,Cozy atmosphere,1530-1530-1530,16
1531,Punjab Spice,Ranthambore,484030,North Indian,3.2,Cozy atmosphere,1531-1531-1531,13
1532,Andhra Aromas,Ranthambore,826594,South Indian,4.2,Great views,1532-1532-1532,20
1533,Dosa Delights,Sirmour,100945,North Indian,4.2,Cozy atmosphere,1533-1533-1533,20
1534,Flavors of India,Sirmour,894555,Kashmiri,4.8,Family-friendly,1534-1534-1534,14
1535,Uttar Pradesh Delights,Sirmour,590850,South Indian,3.0,Great views,1535-1535-1535,11
1536,Punjab Spice,Sirmour,535759,Punjabi,3.6,Authentic cuisine,1536-1536-1536,11
1537,Paneer Paradise,Lethpora,953383,North Indian,3.6,Cozy atmosphere,1537-1537-1537,16
1538,Chaat Corner,Lethpora,346453,Kashmiri,3.7,Family-friendly,1538-1538-1538,11
1539,Namaste Kitchen,Lethpora,917017,North Indian,4.2,Cozy atmosphere,1539-1539-1539,11
1540,Spice Palace,Lethpora,838010,Kashmiri,3.5,Family-friendly,1540-1540-1540,18
1541,Biryani Bliss,Pithoragarh,228204,Punjabi,3.7,Authentic cuisine,1541-1541-1541,17
1542,Dosa Delights,Pithoragarh,698691,South Indian,4.5,Great views,1542-1542-1542,11
1543,Kashmiri Kitchen,Pithoragarh,693790,South Indian,4.3,Great views,1543-1543-1543,14
1544,Bengali Bites,Pithoragarh,876068,Punjabi,4.5,Authentic cuisine,1544-1544-1544,10
